,city_state_country
854,"THOMASTON, CT, USA"
855,"East  Hartford, CT, USA"
856,"WIndsor, CT, USA"
857,"NEW FAIRFIELD, CT, USA"
858,"Brookfiled, CT, USA"
859,"Meriden CT, CT, USA"
860,"GOSHEN, CT, USA"
861,"Bloomfied, CT, USA"
862,"GALES FERRY, CT, USA"
863,"EASTFORD, CT, USA"
864,"COVENTRY, CT, USA"
865,"NEW HARTFORD, CT, USA"
866,"BROOKLYN, CT, USA"
867,"Chestire, CT, USA"
868,"Grandy, CT, USA"
869,"NIANTIC, CT, USA"
870,"OXFORD, CT, USA"
871,"ANDOVER, CT, USA"
872,"WESTPORT, CT, USA"
873,"WIlton, CT, USA"
874,"NORTH FRANKLIN, CT, USA"
875,"Pomfret Ctr, CT, USA"
876,"MADISON, CT, USA"
877,"DEEP RIVER, CT, USA"
878,"OAKVILLE, CT, USA"
879,"EAST HAMPTON, CT, USA"
880,"BetheL, CT, USA"
881,"KENSINGTON, CT, USA"
882,"SCOTLAND, CT, USA"
883,"STAFFORD SPGS, CT, USA"
884,"Midletown, CT, USA"
885,"north haven, CT, USA"
886,"NORTH GRANBY, CT, USA"
887,"SOUTH WINDHAM, CT, USA"
888,"Meride,, CT, USA"
889,"SOUTHBURY, CT, USA"
890,"BOLTON, CT, USA"
891,"AMSTON, CT, USA"
892,"GROTON, CT, USA"
893,"MARLBOROUGH, CT, USA"
894,"LEBANON, CT, USA"
895,"MORRIS, CT, USA"
896,"FARMINGTON, CT, USA"
897,"OAKDALE, CT, USA"
898,"MiddleBury, CT, USA"
899,"New Britan, CT, USA"
900,"MIDDLEBURY, CT, USA"
901,"east haven, CT, USA"
902,"HEBRON, CT, USA"
903,"CROMWELL, CT, USA"
904,"QUAKER HILL, CT, USA"
905,"Bloomfeld, CT, USA"
906,"MONTVILLE, CT, USA"
907,"Middleburry, CT, USA"
908,"FRANKLIN, CT, USA"
909,"RIDGEFIELD, CT, USA"
910,"BETHLEHEM, CT, USA"
911,"JEWITT CITY, CT, USA"
912,"Palinfield, CT, USA"
913,"north stonington, CT, USA"
914,"EAST GRANBY, CT, USA"
915,"scotland, CT, USA"
916,"derby, CT, USA"
917,"naugatuck, CT, USA"
918,"UNIONVILLE, CT, USA"
919,"beacon falls, CT, USA"
920,"wolocott, CT, USA"
921,"BURLINGTON, CT, USA"
922,"STAFFORD SPRINGS, CT, USA"
923,"VERNON ROCKVILLE, CT, USA"
924,"GRANBY, CT, USA"
925,"Enfiield, CT, USA"
926,"GREENWICH, CT, USA"
927,"ROGERS, CT, USA"
928,"Meridan, CT, USA"
929,"WEST REDDING, CT, USA"
930,"Stomimgton, CT, USA"
931,"WILLINGTON, CT, USA"
932,"DANIELSON, CT, USA"
933,"Easy Lyme, CT, USA"
934,"lyme, CT, USA"
935,"DARIEN, CT, USA"
936,"West Haveb, CT, USA"
937,"Southbury CT, CT, USA"
938,"bridgeport, CT, USA"
939,"New Milord, CT, USA"
940,"Saybrook, CT, USA"
941,"Brandford, CT, USA"
942,"ORANGE,, CT, USA"
943,"Stafford SPGS, CT, USA"
944,"MIlford, CT, USA"
945,"Waterford CT, CT, USA"
946,"NEW CANAAN, CT, USA"
947,"Barkhamstead, CT, USA"
948,"EAST BERLIN, CT, USA"
949,"old lyme, CT, USA"
950,"HARWINTON, CT, USA"
951,"New  Milford, CT, USA"
952,"Sandyhook, CT, USA"
953,"LYME, CT, USA"
954,"WINDSOR LOCKS CT, CT, USA"
955,"brendaliz.2873@gmail.com, CT, USA"
956,"WARREN, CT, USA"
957,"Fairfiel, CT, USA"
958,"CANTON, CT, USA"
959,"WESTON, CT, USA"
960,"OLD GREENWICH, CT, USA"
961,"TORRINGTON CT, CT, USA"
962,"Cornwall BRG, CT, USA"
963,"WASHINGTON DEPOT, CT, USA"
964,"NORFOLK, CT, USA"
965,"SOUTH KENT, CT, USA"
966,"East Haddam Ct, CT, USA"
967,"Wodbridge, CT, USA"
968,"South WIndsor, CT, USA"
969,"WEST SIMSBURY, CT, USA"
970,"COLUMBIA, CT, USA"
971,"Dallas, TX, USA"
972,"Coppell, TX, USA"
973,"Bedford, TX, USA"
974,"Carrollton, TX, USA"
975,"Plano, TX, USA"
976,"Ft. Worth, TX, USA"
977,"Austin, TX, USA"
978,"Round Rock, TX, USA"
979,"Fort Worth, TX, USA"
980,"Waxahachie, TX, USA"
981,"Rockwall, TX, USA"
982,"Grand Prarie, TX, USA"
983,"Parker, TX, USA"
984,"Tyler, TX, USA"
985,"Trophy Club, TX, USA"
986,"Midland, TX, USA"
987,"Arlington, TX, USA"
988,"Krum, TX, USA"
989,"Irving, TX, USA"
990,"Temple, TX, USA"
991,"Richardson, TX, USA"
992,"Commerce, TX, USA"
993,"Campbell, TX, USA"
994,"Waco, TX, USA"
995,"Hurst, TX, USA"
996,"Grapevine, TX, USA"
997,"Allen, TX, USA"
998,"Belton, TX, USA"
999,"Flower Mound, TX, USA"
1000,"Salado, TX, USA"
1001,"McKiney, TX, USA"
1002,"Lake Dallas, TX, USA"
1003,"Odessa, TX, USA"
1004,"Sachse, TX, USA"
1005,"Justin, TX, USA"
1006,"Corinth, TX, USA"
1007,"Taylor, TX, USA"
1008,"Pflugerville, TX, USA"
1009,"North Richland Hills, TX, USA"
1010,"Cedar Hill, TX, USA"
1011,"Itasca, TX, USA"
1012,"Van Alstyne, TX, USA"
1013,"Nevada, TX, USA"
1014,"Colleyville, TX, USA"
1015,"Palestine, TX, USA"
1016,"Pottsboro, TX, USA"
1017,"Lufkin, TX, USA"
1018,"McKinney, TX, USA"
1019,"Red Oak, TX, USA"
1020,"Roanoke, TX, USA"
1021,"Muenster, TX, USA"
1022,"Gainesville, TX, USA"
1023,"Gainsville, TX, USA"
1024,"Sherman, TX, USA"
1025,"Georgetown, TX, USA"
1026,"Cresson, TX, USA"
1027,"Whitehouse, TX, USA"
1028,"Decatur, TX, USA"
1029,"Rosebud, TX, USA"
1030,"Murchison, TX, USA"
1031,"University ParK, TX, USA"
1032,"Gun Barrel City, TX, USA"
1033,"Cleburne, TX, USA"
1034,"Haltom City, TX, USA"
1035,"Lakeside, TX, USA"
1036,"Rice, TX, USA"
1037,"Crandall, TX, USA"
1038,"Morgan Point Resort, TX, USA"
1039,"Chandler, TX, USA"
1040,"Frisco, TX, USA"
1041,"Kennedale, TX, USA"
1042,"Palmer, TX, USA"
1043,"Ladonia, TX, USA"
1044,"Wichita Falls, TX, USA"
1045,"Argyle, TX, USA"
1046,"Canton, TX, USA"
1047,"Mansfield, TX, USA"
1048,"Archer City, TX, USA"
1049,"Copperas Cove, TX, USA"
1050,"Alvarado, TX, USA"
1051,"Big Springs, TX, USA"
1052,"Burleson, TX, USA"
1053,"Troup, TX, USA"
1054,"Killeen, TX, USA"
1055,"Richland Hills, TX, USA"
1056,"Holliday, TX, USA"
1057,"Watauga, TX, USA"
1058,"Saginaw, TX, USA"
1059,"Haslet, TX, USA"
1060,"Paris, TX, USA"
1061,"Morgans Point Resort, TX, USA"
1062,"Woodway, TX, USA"
1063,"Pantego, TX, USA"
1064,"Euless, TX, USA"
1065,"Midlothian, TX, USA"
1066,"Benbrook, TX, USA"
1067,"Duncanville, TX, USA"
1068,"Trinidad, TX, USA"
1069,"River Oaks, TX, USA"
1070,"Stephenville, TX, USA"
1071,"Southlake, TX, USA"
1072,"Rusk, TX, USA"
1073,"Farmers Branch, TX, USA"
1074,"Ennis, TX, USA"
1075,"Willow Park, TX, USA"
1076,"Grand Prairie, TX, USA"
1077,"Annetta, TX, USA"
1078,"Mesquite, TX, USA"
1079,"Van, TX, USA"
1080,"Highland Park, TX, USA"
1081,"Weatherford, TX, USA"
1082,"Wylie, TX, USA"
1083,"Oak Point, TX, USA"
1084,"Iowa Park, TX, USA"
1085,"Groesbeck, TX, USA"
1086,"Caney, TX, USA"
1087,"Frost, TX, USA"
1088,"Bardwall, TX, USA"
1089,"DeSoto, TX, USA"
1090,"Balch Springs, TX, USA"
1091,"Henrietta, TX, USA"
1092,"Murphy, TX, USA"
1093,"Frankston, TX, USA"
1094,"Everman, TX, USA"
1095,"Jacksonville, TX, USA"
1096,"Graham, TX, USA"
1097,"Lakeside City, TX, USA"
1098,"Lowry Crossing, TX, USA"
1099,"Desoto, TX, USA"
1100,"Crowley, TX, USA"
1101,"Ovilla, TX, USA"
1102,"Rowlett, TX, USA"
1103,"Lancaster, TX, USA"
1104,"Forney, TX, USA"
1105,"The Colony, TX, USA"
1106,"Glenn Heights, TX, USA"
1107,"Sadler, TX, USA"
1108,"Hudson Oaks, TX, USA"
1109,"Nolanville, TX, USA"
1110,"Garland, TX, USA"
1111,"Brownwood, TX, USA"
1112,"Lindale, TX, USA"
1113,"Brownwod, TX, USA"
1114,"Weir, TX, USA"
1115,"Haslett, TX, USA"
1116,"Heath, TX, USA"
1117,"Jewett, TX, USA"
1118,"Harker Heights, TX, USA"
1119,"Hideaway, TX, USA"
1120,"Addison, TX, USA"
1121,"Princeton, TX, USA"
1122,"Mineral Wells, TX, USA"
1123,"Granbury, TX, USA"
1124,"Denison, TX, USA"
1125,"Sulphur Springs, TX, USA"
1126,"Greenville, TX, USA"
1127,"Hickory Creek, TX, USA"
1128,"Hutto, TX, USA"
1129,"Dalworthington Garden, TX, USA"
1130,"Early, TX, USA"
1131,"Sunnyvale, TX, USA"
1132,"Kaufman, TX, USA"
1133,"Wilmer, TX, USA"
1134,"Linden, TX, USA"
1135,"Overton, TX, USA"
1136,"Harlingen, TX, USA"
1137,"Rockport, TX, USA"
1138,"Alice, TX, USA"
1139,"San Benito, TX, USA"
1140,"Weslaco, TX, USA"
1141,"Leakey, TX, USA"
1142,"Edinburg, TX, USA"
1143,"Laredo, TX, USA"
1144,"Matthews, TX, USA"
1145,"Marshall, TX, USA"
1146,"Fort Davis, TX, USA"
1147,"Longview, TX, USA"
1148,"San Angelo, TX, USA"
1149,"Alpine, TX, USA"
1150,"Eldorado, TX, USA"
1151,"Vernon, TX, USA"
1152,"Clyde, TX, USA"
1153,"Omaha, TX, USA"
1154,"Henderson, TX, USA"
1155,"Avery, TX, USA"
1156,"Texarkana, TX, USA"
1157,"Center, TX, USA"
1158,"Tankersley, TX, USA"
1159,"Tuscola, TX, USA"
1160,"McAllen, TX, USA"
1161,"Mission, TX, USA"
1162,"Donna, TX, USA"
1163,"Benavidas, TX, USA"
1164,"Corpus Christi, TX, USA"
1165,"Eagle Pass, TX, USA"
1166,"La Feria, TX, USA"
1167,"Wake Village, TX, USA"
1168,"Olmito, TX, USA"
1169,"Presidio, TX, USA"
1170,"Alamo, TX, USA"
1171,"Del Rio, TX, USA"
1172,"Kilgore, TX, USA"
1173,"Abilene, TX, USA"
1174,"Pleasanton, TX, USA"
1175,"Edcouch, TX, USA"
1176,"Daingerfield, TX, USA"
1177,"Rising Star, TX, USA"
1178,"Mineola, TX, USA"
1179,"Palm Valley, TX, USA"
1180,"Weesatche, TX, USA"
1181,"Maud, TX, USA"
1182,"Eula, TX, USA"
1183,"Bayview, TX, USA"
1184,"San Patricio, TX, USA"
1185,"Victoria, TX, USA"
1186,"Marathon, TX, USA"
1187,"Cisco, TX, USA"
1188,"Goliad, TX, USA"
1189,"North Bayview, TX, USA"
1190,"Pernitas Point, TX, USA"
1191,"Portland, TX, USA"
1192,"Seco Mines, TX, USA"
1193,"Stamford, TX, USA"
1194,"Pharr, TX, USA"
1195,"Benavides, TX, USA"
1196,"Laguna Vista, TX, USA"
1197,"Santa Anna, TX, USA"
1198,"Marfa, TX, USA"
1199,"Putnam, TX, USA"
1200,"Saragosa, TX, USA"
1201,"Albany, TX, USA"
1202,"Haskell, TX, USA"
1203,"Bridge City, TX, USA"
1204,"Willis, TX, USA"
1205,"Conroe, TX, USA"
1206,"The Woodlands, TX, USA"
1207,"Porter, TX, USA"
1208,"New Caney, TX, USA"
1209,"Orange, TX, USA"
1210,"Warren, TX, USA"
1211,"Navasota, TX, USA"
1212,"Bremond, TX, USA"
1213,"Huntsville, TX, USA"
1214,"Beaumont, TX, USA"
1215,"Vidor, TX, USA"
1216,"Nocona, TX, USA"
1217,"Friendswood, TX, USA"
1218,"League City, TX, USA"
1219,"Meridian, TX, USA"
1220,"Clifton, TX, USA"
1221,"Ireland, TX, USA"
1222,"Whitewright, TX, USA"
1223,"Angleton, TX, USA"
1224,"Valley Mills, TX, USA"
1225,"Dickinson, TX, USA"
1226,"Kermit, TX, USA"
1227,"Carlton, TX, USA"
1228,"El Paso, TX, USA"
1229,"Anthony, TX, USA"
1230,"Clint, TX, USA"
1231,"Socorro, TX, USA"
1232,"Horizon City, TX, USA"
1233,"Celeste, TX, USA"
1234,"Leonard, TX, USA"
1235,"Apache Junction, AZ, USA"
1236,"Mesa, AZ, USA"
1237,"Queen Creek, AZ, USA"
1238,"Sun Lakes, AZ, USA"
1239,"Tolleson, AZ, USA"
1240,"Laveen, AZ, USA"
1241,"Fountain Hills, AZ, USA"
1242,"Fort Mcdowell, AZ, USA"
1243,"Rio Verde, AZ, USA"
1244,"Queen Valley, AZ, USA"
1245,"Guadalupe, AZ, USA"
1246,"San Tan Valley, AZ, USA"
1247,"Roosevelt, AZ, USA"
1248,"Tollseon, AZ, USA"
1249,"St. Johns, AZ, USA"
1250,"Eagar, AZ, USA"
1251,"St Johns, AZ, USA"
1252,"Scotttsdale, AZ, USA"
1253,"Gold Canyon, AZ, USA"
1254,"Nine Mile Falls, WA, USA"
1255,"Aberdeen, WA, USA"
1256,"Acme, WA, USA"
1257,"Addy, WA, USA"
1258,"Allyn, WA, USA"
1259,"Almira, WA, USA"
1260,"Amboy, WA, USA"
1261,"Anacortes, WA, USA"
1262,"ANACORTES, WA, USA"
1263,"Anderson Island, WA, USA"
1264,"Ariel, WA, USA"
1265,"Arlington, WA, USA"
1266,"ARLINGTON, WA, USA"
1267,"Ashford, WA, USA"
1268,"Asotin, WA, USA"
1269,"Aubrun, WA, USA"
1270,"Auburn, WA, USA"
1271,"Bainbrdige Island, WA, USA"
1272,"Bainbridge Island, WA, USA"
1273,"Baingridge Island, WA, USA"
1274,"Battle Ground, WA, USA"
1275,"BATTLE GROUND, WA, USA"
1276,"BattleGround, WA, USA"
1277,"Battleground, WA, USA"
1278,"Belfair, WA, USA"
1279,"BELLEVUE, WA, USA"
1280,"Bellevue, WA, USA"
1281,"BELLINGHAM, WA, USA"
1282,"Bellingham, WA, USA"
1283,"bellingham, WA, USA"
1284,"Benton City, WA, USA"
1285,"BENTON CITY, WA, USA"
1286,"Bickleton, WA, USA"
1287,"Blaine, WA, USA"
1288,"Bonney Lake, WA, USA"
1289,"Bonney lake, WA, USA"
1290,"Bothell, WA, USA"
1291,"BOTHELL, WA, USA"
1292,"Bow, WA, USA"
1293,"Bremerton, WA, USA"
1294,"Brewster, WA, USA"
1295,"Brier, WA, USA"
1296,"Brinnon, WA, USA"
1297,"Brush Prairie, WA, USA"
1298,"BRUSH PRAIRIE, WA, USA"
1299,"Buckley, WA, USA"
1300,"Burbank, WA, USA"
1301,"Burien, WA, USA"
1302,"BURIEN, WA, USA"
1303,"Burlington, WA, USA"
1304,"Butrbank, WA, USA"
1305,"Camano Isand, WA, USA"
1306,"Camano Island, WA, USA"
1307,"CAMANO ISLAND, WA, USA"
1308,"Camas, WA, USA"
1309,"CAMAS, WA, USA"
1310,"Carbonado, WA, USA"
1311,"Carnation, WA, USA"
1312,"Castle Rock, WA, USA"
1313,"Cathlamet, WA, USA"
1314,"Centralia, WA, USA"
1315,"Chattaroy, WA, USA"
1316,"Chehalis, WA, USA"
1317,"Chehey, WA, USA"
1318,"Cheney, WA, USA"
1319,"Chewelah, WA, USA"
1320,"Chimacum, WA, USA"
1321,"Clarkston, WA, USA"
1322,"Clayton, WA, USA"
1323,"Cle Elum, WA, USA"
1324,"CLINTON, WA, USA"
1325,"Clinton, WA, USA"
1326,"Clyde Hill, WA, USA"
1327,"Colbert, WA, USA"
1328,"COLFAX, WA, USA"
1329,"Colfax, WA, USA"
1330,"College Place, WA, USA"
1331,"COLLEGE PLACE, WA, USA"
1332,"Colville, WA, USA"
1333,"Concrete, WA, USA"
1334,"Connell, WA, USA"
1335,"Copalis Beach, WA, USA"
1336,"Cosmopolis, WA, USA"
1337,"COUPEVILLE, WA, USA"
1338,"Coupeville, WA, USA"
1339,"Coupevlle, WA, USA"
1340,"Covington, WA, USA"
1341,"Cowiche, WA, USA"
1342,"Creston, WA, USA"
1343,"Curlew, WA, USA"
1344,"Cusick, WA, USA"
1345,"Custer, WA, USA"
1346,"Dallesport, WA, USA"
1347,"Darrington, WA, USA"
1348,"Seattle, WA, USA"
1349,"Davenport, WA, USA"
1350,"Dayton, WA, USA"
1351,"Decatur Island, WA, USA"
1352,"Deer Harbor, WA, USA"
1353,"Deer Park, WA, USA"
1354,"Deer park, WA, USA"
1355,"Deming, WA, USA"
1356,"Des Moines, WA, USA"
1357,"DuPont, WA, USA"
1358,"Duvall, WA, USA"
1359,"East Wenatchee, WA, USA"
1360,"Eastsound, WA, USA"
1361,"Eatonville, WA, USA"
1362,"Edmonds, WA, USA"
1363,"EDMONDS, WA, USA"
1364,"Edwall, WA, USA"
1365,"Electric City, WA, USA"
1366,"Elk, WA, USA"
1367,"Ellensburg, WA, USA"
1368,"Ellensbrug, WA, USA"
1369,"Ellesnburg, WA, USA"
1370,"Elma, WA, USA"
1371,"Enumclaw, WA, USA"
1372,"Ephrata, WA, USA"
1373,"Evans, WA, USA"
1374,"Everett, WA, USA"
1375,"Everson, WA, USA"
1376,"Fairfield, WA, USA"
1377,"Federal Way, WA, USA"
1378,"FEDERAL WAY, WA, USA"
1379,"Ferndale, WA, USA"
1380,"Fife, WA, USA"
1381,"Fircrest, WA, USA"
1382,"Ford, WA, USA"
1383,"Fox Island, WA, USA"
1384,"Freeland, WA, USA"
1385,"Friday Harbor, WA, USA"
1386,"Gifford, WA, USA"
1387,"Gig Harbor, WA, USA"
1388,"gig harbor, WA, USA"
1389,"Glenwood, WA, USA"
1390,"Goldendale, WA, USA"
1391,"Graham, WA, USA"
1392,"Grandview, WA, USA"
1393,"Granger, WA, USA"
1394,"Granite Falls, WA, USA"
1395,"Grapeview, WA, USA"
1396,"Greenacres, WA, USA"
1397,"Hansville, WA, USA"
1398,"Harrah, WA, USA"
1399,"Hoquiam, WA, USA"
1400,"Ilwaco, WA, USA"
1401,"Indianola, WA, USA"
1402,"ISSAQUAH, WA, USA"
1403,"Issaquah, WA, USA"
1404,"Kahlotus, WA, USA"
1405,"Kalama, WA, USA"
1406,"KELSO, WA, USA"
1407,"Kelso, WA, USA"
1408,"Kenmore, WA, USA"
1409,"KENMORE, WA, USA"
1410,"Kennewick, WA, USA"
1411,"kennewick, WA, USA"
1412,"KENNEWICK, WA, USA"
1413,"Kennwick, WA, USA"
1414,"Kent, WA, USA"
1415,"KENT, WA, USA"
1416,"Kettle Falls, WA, USA"
1417,"Kingston, WA, USA"
1418,"Kirkand, WA, USA"
1419,"Kirkland, WA, USA"
1420,"KIRKLAND, WA, USA"
1421,"kirkland, WA, USA"
1422,"La Center, WA, USA"
1423,"LA CENTER, WA, USA"
1424,"La Conner, WA, USA"
1425,"LaCenter, WA, USA"
1426,"Lacey, WA, USA"
1427,"Lake Bay, WA, USA"
1428,"Lake Forest Park, WA, USA"
1429,"LAKE FOREST PARK, WA, USA"
1430,"Lake Stevens, WA, USA"
1431,"lake stevens, WA, USA"
1432,"LAKE STEVENS, WA, USA"
1433,"Lake Tapps, WA, USA"
1434,"LAKE TAPPS, WA, USA"
1435,"Lakebay, WA, USA"
1436,"Lakewood, WA, USA"
1437,"Langley, WA, USA"
1438,"LANGLEY, WA, USA"
1439,"Latah, WA, USA"
1440,"Leavenworth, WA, USA"
1441,"Liberty Lake, WA, USA"
1442,"Lincoln, WA, USA"
1443,"Lind, WA, USA"
1444,"LONG BEACH, WA, USA"
1445,"Long Beach, WA, USA"
1446,"Longbranch, WA, USA"
1447,"Longview, WA, USA"
1448,"Loon Lake, WA, USA"
1449,"Lopez Island, WA, USA"
1450,"Lummi Island, WA, USA"
1451,"Lyle, WA, USA"
1452,"lyle, WA, USA"
1453,"Lynden, WA, USA"
1454,"Lynnwood, WA, USA"
1455,"LYNNWOOD, WA, USA"
1456,"Malaga, WA, USA"
1457,"Maple Falls, WA, USA"
1458,"Maple Valley, WA, USA"
1459,"Marysville, WA, USA"
1460,"MARYSVILLE, WA, USA"
1461,"Mattawa, WA, USA"
1462,"Mazama, WA, USA"
1463,"McCleary, WA, USA"
1464,"MEAD, WA, USA"
1465,"Mead, WA, USA"
1466,"Medical Lake, WA, USA"
1467,"medical lake, WA, USA"
1468,"MEDICAL LAKE, WA, USA"
1469,"Mercer Island, WA, USA"
1470,"MERCER ISLAND, WA, USA"
1471,"Mesa, WA, USA"
1472,"Mica, WA, USA"
1473,"Mill Creek, WA, USA"
1474,"Monroe, WA, USA"
1475,"Montesano, WA, USA"
1476,"Morton, WA, USA"
1477,"Moses Lake, WA, USA"
1478,"Mossyrock, WA, USA"
1479,"Mount Vernon, WA, USA"
1480,"Mountlake Terrace, WA, USA"
1481,"Moxee, WA, USA"
1482,"Mt Vernon, WA, USA"
1483,"Mukilteo, WA, USA"
1484,"MUKILTEO, WA, USA"
1485,"Naches, WA, USA"
1486,"Naselle, WA, USA"
1487,"Newcastle, WA, USA"
1488,"Newman Lake, WA, USA"
1489,"Newport, WA, USA"
1490,"NINE MILE FALLS, WA, USA"
1491,"Nine Miles Falls, WA, USA"
1492,"Nordland, WA, USA"
1493,"Normandy Park, WA, USA"
1494,"North Bend, WA, USA"
1495,"NORTH BEND, WA, USA"
1496,"Oak Harbor, WA, USA"
1497,"OAK HARBOR, WA, USA"
1498,"Oakesdale, WA, USA"
1499,"Oakville, WA, USA"
1500,"Ocean Park, WA, USA"
1501,"Ocean Shores, WA, USA"
1502,"Odessa, WA, USA"
1503,"Okanogan, WA, USA"
1504,"Olalla, WA, USA"
1505,"Olga, WA, USA"
1506,"Olympia, WA, USA"
1507,"OLYMPIA, WA, USA"
1508,"Omak, WA, USA"
1509,"Onalaska, WA, USA"
1510,"Orcas Island, WA, USA"
1511,"Orondo, WA, USA"
1512,"Oroville, WA, USA"
1513,"Orting, WA, USA"
1514,"Othello, WA, USA"
1515,"othello, WA, USA"
1516,"Otis Orchards, WA, USA"
1517,"Otis orchards, WA, USA"
1518,"Outlook, WA, USA"
1519,"Pacific Beach, WA, USA"
1520,"Palouse, WA, USA"
1521,"Pasco, WA, USA"
1522,"PASCO, WA, USA"
1523,"pasco, WA, USA"
1524,"Pomeroy, WA, USA"
1525,"Port Angeles, WA, USA"
1526,"Port Gamble, WA, USA"
1527,"Port Hadlock, WA, USA"
1528,"Port Ludlow, WA, USA"
1529,"Port Orchard, WA, USA"
1530,"PORT ORCHARD, WA, USA"
1531,"Port Townsend, WA, USA"
1532,"PORT TOWNSEND, WA, USA"
1533,"Port Townssend, WA, USA"
1534,"Poulsbo, WA, USA"
1535,"Prescott, WA, USA"
1536,"Preston, WA, USA"
1537,"Prosser, WA, USA"
1538,"Pullman, WA, USA"
1539,"Puyallup, WA, USA"
1540,"Quilcene, WA, USA"
1541,"Quincy, WA, USA"
1542,"Rainer, WA, USA"
1543,"Rainier, WA, USA"
1544,"Randle, WA, USA"
1545,"Ravensdale, WA, USA"
1546,"Raymond, WA, USA"
1547,"Reardan, WA, USA"
1548,"REDMOND, WA, USA"
1549,"Redmond, WA, USA"
1550,"redmond, WA, USA"
1551,"Renton, WA, USA"
1552,"Republic, WA, USA"
1553,"Richland, WA, USA"
1554,"Ridgefield, WA, USA"
1555,"RIDGEFIELD, WA, USA"
1556,"ridgefield, WA, USA"
1557,"Ritzville, WA, USA"
1558,"Rochester, WA, USA"
1559,"Rockford, WA, USA"
1560,"Ronald, WA, USA"
1561,"Rosalia, WA, USA"
1562,"Rosburg, WA, USA"
1563,"Roslyn, WA, USA"
1564,"Roy, WA, USA"
1565,"SAMMAMISH, WA, USA"
1566,"Sammamish, WA, USA"
1567,"sammamish, WA, USA"
1568,"Seatac, WA, USA"
1569,"Seabeck, WA, USA"
1570,"SEATTLE, WA, USA"
1571,"seattle, WA, USA"
1572,"SEattle, WA, USA"
1573,"sEATTLE, WA, USA"
1574,"Seaview, WA, USA"
1575,"Sedro Woolley, WA, USA"
1576,"SEDRO WOOLLEY, WA, USA"
1577,"Sedro-Woolley, WA, USA"
1578,"Selah, WA, USA"
1579,"SELAH, WA, USA"
1580,"Sequim, WA, USA"
1581,"Seven Bays, WA, USA"
1582,"Shelton, WA, USA"
1583,"SHELTON, WA, USA"
1584,"SHelton, WA, USA"
1585,"Shleton, WA, USA"
1586,"Shoreline, WA, USA"
1587,"SHORELINE, WA, USA"
1588,"shoreline, WA, USA"
1589,"silver creek, WA, USA"
1590,"Silver Creek, WA, USA"
1591,"Silver Lake, WA, USA"
1592,"Silverdale, WA, USA"
1593,"Silverlake, WA, USA"
1594,"Snohomish, WA, USA"
1595,"SNOHOMISH, WA, USA"
1596,"Snoqualmie, WA, USA"
1597,"Soap Lake, WA, USA"
1598,"Spanaway, WA, USA"
1599,"Spangle, WA, USA"
1600,"Spokane, WA, USA"
1601,"spokane, WA, USA"
1602,"SPOKANE, WA, USA"
1603,"Spokane Valley, WA, USA"
1604,"Sprague, WA, USA"
1605,"St John, WA, USA"
1606,"St. John, WA, USA"
1607,"Stanwood, WA, USA"
1608,"Steilacoom, WA, USA"
1609,"Stevenson, WA, USA"
1610,"Sultan, WA, USA"
1611,"Sumner, WA, USA"
1612,"Sunnyside, WA, USA"
1613,"Tacoma, WA, USA"
1614,"TACOMA, WA, USA"
1615,"tacoma, WA, USA"
1616,"Tahuya, WA, USA"
1617,"Tekoa, WA, USA"
1618,"Tenino, WA, USA"
1619,"Tieton, WA, USA"
1620,"Toledo, WA, USA"
1621,"TONASKET, WA, USA"
1622,"Tonasket, WA, USA"
1623,"Toppenish, WA, USA"
1624,"Touchet, WA, USA"
1625,"touchet, WA, USA"
1626,"Toutle, WA, USA"
1627,"toutle, WA, USA"
1628,"Trout Lake, WA, USA"
1629,"Tukwila, WA, USA"
1630,"tukwila, WA, USA"
1631,"Tulalip, WA, USA"
1632,"Tumtum, WA, USA"
1633,"Tumwater, WA, USA"
1634,"Twisp, WA, USA"
1635,"Underwood, WA, USA"
1636,"Union Gap, WA, USA"
1637,"University Place, WA, USA"
1638,"Vacouver, WA, USA"
1639,"Valley, WA, USA"
1640,"Valleyford, WA, USA"
1641,"Vancouver, WA, USA"
1642,"VAncouver, WA, USA"
1643,"VANCOUVER, WA, USA"
1644,"vancouver, WA, USA"
1645,"Vantage, WA, USA"
1646,"Vashon, WA, USA"
1647,"Vaughn, WA, USA"
1648,"Veradale, WA, USA"
1649,"Wahkiacus, WA, USA"
1650,"Waitsburg, WA, USA"
1651,"WAITSBURG, WA, USA"
1652,"Walla Walla, WA, USA"
1653,"WALLA WALLA, WA, USA"
1654,"Walla walla, WA, USA"
1655,"walla walla, WA, USA"
1656,"Wapato, WA, USA"
1657,"WAPATO, WA, USA"
1658,"Warden, WA, USA"
1659,"WASHOUGAL, WA, USA"
1660,"Washougal, WA, USA"
1661,"Washoughal, WA, USA"
1662,"Wellpinit, WA, USA"
1663,"Wenatchee, WA, USA"
1664,"West Richland, WA, USA"
1665,"West RIchland, WA, USA"
1666,"White Salmon, WA, USA"
1667,"White Swan, WA, USA"
1668,"Wilbur, WA, USA"
1669,"Winlock, WA, USA"
1670,"winlock, WA, USA"
1671,"Winthrop, WA, USA"
1672,"Woodinville, WA, USA"
1673,"Woodland, WA, USA"
1674,"WOODLAND, WA, USA"
1675,"Woodway, WA, USA"
1676,"WoodWay, WA, USA"
1677,"Yacolt, WA, USA"
1678,"yacolt, WA, USA"
