geopy location,coordinates
"Saint Michael Street, Mounds View, Ramsey County, Minnesota, 55112, United States","(45.108058, -93.200727)"
"Minnetonka, Hennepin County, Minnesota, United States","(44.9405086, -93.4638936)"
"Cottage Grove, Washington County, Minnesota, 55016, United States","(44.8277446, -92.9438218)"
"Hatfield, Pipestone County, Minnesota, United States","(43.957469, -96.1953064)"
"Annandale, Wright County, Minnesota, 55302, United States","(45.2627428, -94.1244271)"
"Rosemount, Dakota County, Minnesota, United States","(44.7391873, -93.12611)"
"Red Wing, Goodhue County, Minnesota, 55066, United States","(44.5624676, -92.5338013)"
"Pierz, Morrison County, Minnesota, United States","(45.9816318, -94.1047124)"
"Morris, Stevens County, Minnesota, 56267, United States","(45.586072, -95.913941)"
"Faribault County, Minnesota, United States","(43.6647961, -93.9510501)"
"St. Cloud, Stearns County, Minnesota, United States","(45.5616075, -94.1642004)"
"Dayton, Hennepin County, Minnesota, United States","(45.243854, -93.5149576)"
"Lester Prairie, McLeod County, Minnesota, 55354, United States","(44.8838514, -94.0416389)"
"Cold Spring, Stearns County, Minnesota, 56320, United States","(45.4557973, -94.4288849)"
"Zumbro Falls, Wabasha County, Minnesota, United States","(44.283207, -92.4219702)"
"Royalton, Morrison County, Minnesota, United States","(45.8299124, -94.293702)"
"Saint Louis Park, Hennepin County, Minnesota, 55416:55426, United States","(44.9475726, -93.3569023)"
"Rogers, Hennepin County, Minnesota, 55374, United States","(45.1888596, -93.5524563)"
"Sartell, Stearns County, Minnesota, United States","(45.6216319, -94.2069365)"
"Edina, Hennepin County, Minnesota, 55435, United States","(44.8897027, -93.3501222)"
"West Concord, Dodge County, Minnesota, United States","(44.1533704, -92.8992187)"
"Kellogg, Wabasha County, Minnesota, United States","(44.3085769, -91.9957204)"
"Long Lake, Hennepin County, Minnesota, 55356, United States","(44.9863892, -93.5715908)"
"Excelsior, Hennepin County, Minnesota, United States","(44.9032963, -93.5663455)"
"Dundas, Rice County, Minnesota, 55019-3944, United States","(44.4294359, -93.2020856)"
"Young America, Norwood Young America, Carver County, Minnesota, 55397, United States","(44.7827399, -93.913579)"
"Saint Peter, stp, Nicollet County, Minnesota, 56082, United States","(44.3238384, -93.9585295)"
"Hastings, Dakota County, Minnesota, 55033, United States","(44.7426933, -92.8518697)"
"Hayfield, Dodge County, Minnesota, United States","(43.8906201, -92.8479006)"
"Pipestone County, Minnesota, United States","(44.0270012, -96.2566582)"
"White Bear Lake, Ramsey County, Minnesota, 55110, United States","(45.0838098, -93.0069304)"
"Taylors Falls, Chisago County, Minnesota, United States","(45.4018632, -92.6525042)"
"Zumbrota, Goodhue County, Minnesota, 55992, United States","(44.2939669, -92.6689143)"
"Dennison, Goodhue County, Minnesota, United States","(44.4072933, -93.0396206)"
"Albert Lea, Freeborn County, Minnesota, 56007, United States","(43.6480127, -93.3682656)"
"La Crescent, Houston County, Minnesota, 55947, United States","(43.8280216, -91.3040274)"
"Montrose, Wright County, Minnesota, United States","(45.0649634, -93.9110814)"
"Crystal, Hennepin County, Minnesota, 55428-3510, United States","(45.031823, -93.3606072)"
"Stacy, Chisago County, Minnesota, United States","(45.3980205, -92.9874404)"
"Echo, Yellow Medicine County, Minnesota, United States","(44.6169018, -95.4175104)"
"Watkins, Meeker County, Minnesota, United States","(45.3152415, -94.4086029)"
"Paynesville, Stearns County, Minnesota, 56362`, United States","(45.3804687, -94.711892)"
"Minnesota City, Winona County, Minnesota, United States","(44.0938521, -91.7495959)"
"Fridley, Anoka County, Minnesota, 55432, United States","(45.0838291, -93.2590388)"
"Slayton, Murray County, Minnesota, United States","(43.987742, -95.755846)"
"Avon, Stearns County, Minnesota, 56310, United States","(45.6091313, -94.4516668)"
"Lakeshore, Annandale, Wright County, Minnesota, 55302, United States","(45.2701246, -94.1357938)"
"Mantorville, Dodge County, Minnesota, 55955, United States","(44.0678403, -92.7551315)"
"Richfield, Hennepin County, Minnesota, 55419:55420, United States","(44.8766431, -93.2877877)"
"Morristown, Rice County, Minnesota, United States","(44.2264466, -93.444316)"
"Farmington, Dakota County, Minnesota, 55024, United States","(44.6402434, -93.1435497)"
"Prior Lake, Scott County, Minnesota, 55372, United States","(44.7133271, -93.4226873)"
"Rollingstone, Winona County, Minnesota, 55969, United States","(44.0977412, -91.8168207)"
"Owatonna, Steele County, Minnesota, 55060, United States","(44.0839937, -93.2261076)"
"Mendota Heights, Dakota County, Minnesota, 55120, United States","(44.8835768, -93.1382749)"
"West St. Paul, Dakota County, Minnesota, 55118, United States","(44.9101545, -93.0802073)"
"Altura, Winona County, Minnesota, United States","(44.0716301, -91.9396022)"
"Mounds View, Ramsey County, Minnesota, 55112-4033, United States","(45.1068949, -93.2075931)"
"Lake City, Wabasha County, Minnesota, 55041, United States","(44.4478474, -92.2678663)"
"Maplewood, Ramsey County, Minnesota, United States","(45.0082216, -93.0456985)"
"Osseo, Hennepin County, Minnesota, United States","(45.1193908, -93.4024558)"
"Spring Lake Park, Anoka County, Minnesota, United States","(45.1154274, -93.2492872)"
"Medicine Lake, Hennepin County, Minnesota, United States","(45.0080802, -93.41973278355908)"
"Jordan, Scott County, Minnesota, United States","(44.6663146, -93.6261918)"
"Canby, Yellow Medicine County, Minnesota, 56220, United States","(44.708853, -96.276434)"
"Oakdale, Washington County, Minnesota, 55128, United States","(44.985624, -92.9645794)"
"South St. Paul, Dakota County, Minnesota, 55075, United States","(44.8938832, -93.0368359)"
"Center City, Chisago County, Minnesota, 55045, United States","(45.3938525, -92.8166024)"
"Forest Lake, Washington County, Minnesota, 55025, United States","(45.279106, -92.9851629)"
"Mahtomedi, Washington County, Minnesota, 55115, United States","(45.0696886, -92.9516037)"
"Elysian, Le Sueur County, Minnesota, United States","(44.1988205, -93.6733978)"
"Waltham, Mower County, Minnesota, United States","(43.8216451, -92.8771918)"
"Hugo, Washington County, Minnesota, 55038, United States","(45.159967, -92.9932734)"
"New Prague, Le Sueur County, Minnesota, 56071, United States","(44.5433331, -93.5760445)"
"Minneota, Lyon County, Minnesota, 56264, United States","(44.55885, -95.985586)"
"Lauderdale, Ramsey County, Minnesota, 55108:55113, United States","(44.994328, -93.2018736)"
"Delano, Wright County, Minnesota, 55328, United States","(45.0419073, -93.7891331)"
"Plainview, Wabasha County, Minnesota, 55964, United States","(44.1647423, -92.1717609)"
"Inver Grove Heights, Dakota County, Minnesota, United States","(44.8479039, -93.0428119)"
"West St. Paul, Dakota County, Minnesota, 55118, United States","(44.9101545, -93.0802073)"
"Kasson, Dodge County, Minnesota, 55944, United States","(44.0297055, -92.7503451)"
"Waite Park, Stearns County, Minnesota, United States","(45.51301545, -94.26067180000001)"
"Saint Paul Park, St. Paul Park, Washington County, Minnesota, 55071, United States","(44.847917, -92.9980516)"
"Wyoming, Chisago County, Minnesota, United States","(45.3363551, -92.9971631)"
"North Oaks, Ramsey County, Minnesota, United States","(45.102744, -93.0791092)"
"Orono, Hennepin County, Minnesota, 55323, United States","(44.9713519, -93.6044033)"
"Arden Hills, Ramsey County, Minnesota, United States","(45.0761409, -93.1666945)"
"Renville County, Minnesota, United States","(44.7242874, -94.9084771)"
"Green Isle, Sibley County, Minnesota, United States","(44.6791292, -94.008304)"
"Saint Anthony, St. Anthony, Stearns County, Minnesota, United States","(45.6866317, -94.6122301)"
"Maple Plain, Hennepin County, Minnesota, 55359, United States","(45.0071851, -93.6557945)"
"Woodstock, Pipestone County, Minnesota, 56186, United States","(44.009134, -96.100581)"
"Chisago City, Chisago County, Minnesota, United States","(45.3735757, -92.8899376)"
"Hampton, Dakota County, Minnesota, United States","(44.61078, -93.0001355)"
"Janesville, Waseca County, Minnesota, United States","(44.116078, -93.7080044)"
"Battle Lake, Otter Tail County, Minnesota, United States","(46.281056, -95.7139599)"
"Tyler, Lincoln County, Minnesota, United States","(44.2783, -96.134755)"
"Hamburg, Carver County, Minnesota, United States","(44.7332953, -93.9671917)"
"Montevideo, Chippewa County, Minnesota, 56265, United States","(44.942523, -95.723559)"
"Lakeville, Dakota County, Minnesota, United States","(44.650051, -93.2432791)"
"Glenwood, Pope County, Minnesota, United States","(45.6502394, -95.3897582)"
"Shorewood, Tonka Bay, Hennepin County, Minnesota, 55331, United States","(44.9007963, -93.5891242)"
"Ottertail, Otter Tail County, Minnesota, 56571, United States","(46.425516, -95.5572643)"
"Gibbon, Sibley County, Minnesota, United States","(44.5338518, -94.5263709)"
"North Branch, Chisago County, Minnesota, 55056, United States","(45.5113515, -92.9802176)"
"Albertville, Wright County, Minnesota, 55301, United States","(45.2347086, -93.6642199)"
"East Gull Lake, Cass County, Minnesota, United States","(46.4079131, -94.3564527)"
"Glencoe, McLeod County, Minnesota, United States","(44.7691886, -94.1515671)"
"Waseca County, Minnesota, United States","(44.0172242, -93.5885717)"
"North Mankato, Nicollet County, Minnesota, 56003, United States","(44.1732916, -94.0338055)"
"Burnsville, Dakota County, Minnesota, United States","(44.7670567, -93.2773887)"
"Perham, Otter Tail County, Minnesota, 56573, United States","(46.5944042, -95.5725415)"
"Albany, Stearns County, Minnesota, 56307, United States","(45.6299647, -94.5700048)"
nan
"Savage, Scott County, Minnesota, 55378, United States","(44.7779041, -93.3356204)"
"Ihlen, Pipestone County, Minnesota, 56140, United States","(43.908394, -96.368846)"
"South St. Paul, Dakota County, Minnesota, 55075, United States","(44.8938832, -93.0368359)"
"Raymond, Kandiyohi County, Minnesota, 56282, United States","(45.0157942, -95.2386238)"
"Dodge Center, Dodge County, Minnesota, 55927, United States","(44.0280202, -92.8547287)"
"Lindström, Chisago County, Minnesota, 55045, United States","(45.3894083, -92.8479921)"
"Chanhassen, Carver County, Minnesota, 55317, United States","(44.8618403, -93.5307207)"
"Rice County, Minnesota, United States","(44.3413376, -93.2865484)"
"Buffalo, Wright County, Minnesota, 55313, United States","(45.1719084, -93.8746941)"
"Dellwood, Washington County, Minnesota, United States","(45.0899665, -92.9724382)"
"Pillager, Cass County, Minnesota, United States","(46.3299668, -94.4741744)"
"Dassel, Meeker County, Minnesota, 55325, United States","(45.0816298, -94.3069284)"
"Marine on Saint Croix, Franconia Township, Chisago County, Minnesota, 55074, United States","(45.3666305, -92.7710451)"
"Barnum, Carlton County, Minnesota, United States","(46.5030014, -92.6885313)"
"Saint Louis Park, Hennepin County, Minnesota, 55416:55426, United States","(44.9475726, -93.3569023)"
"Mazeppa, Wabasha County, Minnesota, United States","(44.2730219, -92.5449085)"
"Bemidji, Beltrami County, Minnesota, 56601, United States","(47.4785418, -94.8907869)"
"Maple Lake, Wright County, Minnesota, 55358, United States","(45.229132, -94.0019227)"
"Dakota County, Minnesota, United States","(44.666655, -93.044911)"
"Sebeka, Wadena County, Minnesota, United States","(46.62996, -95.0889136)"
"Reads Landing, Wabasha County, Minnesota, 55968, United States","(44.4021892, -92.079058)"
"Goodview, Winona County, Minnesota, 55959, United States","(44.061987, -91.6954403)"
"Cannon Falls, Goodhue County, Minnesota, 55009, United States","(44.5068445, -92.9062175)"
"Elko New Market, Scott County, Minnesota, United States","(44.56312055, -93.3237416922926)"
"Corcoran, Hennepin County, Minnesota, 55340, United States","(45.0951069, -93.5475651)"
"Fergus Falls, Otter Tail County, Minnesota, 56537, United States","(46.283015, -96.077558)"
"New Hope, Hennepin County, Minnesota, 55428, United States","(45.0347176, -93.3861037)"
nan
"Hermantown, Saint Louis County, Minnesota, United States","(46.8068852, -92.2382464)"
"Little Canada, Ramsey County, Minnesota, United States","(45.0269101, -93.0877197)"
"Coon Rapids, Anoka County, Minnesota, United States","(45.1728923, -93.3023898)"
"Tracy, Lyon County, Minnesota, United States","(44.2332911, -95.6191766)"
"Vadnais Heights, Ramsey County, Minnesota, 55127, United States","(45.0574659, -93.0738306)"
"Ruthton, Pipestone County, Minnesota, United States","(44.176633, -96.103918)"
"Lake Benton, Lincoln County, Minnesota, 56149, United States","(44.261079, -96.287539)"
"Henning, Otter Tail County, Minnesota, United States","(46.3216278, -95.4453162)"
"Gaylord, Sibley County, Minnesota, United States","(44.5530201, -94.220531)"
"Hokah, Houston County, Minnesota, United States","(43.7594117, -91.3465263)"
"Silver Bay, Lake County, Minnesota, 55614, United States","(47.2942968, -91.2573708)"
"Cosmos, Meeker County, Minnesota, United States","(44.9363775, -94.6968269)"
"Santa Fe, Santa Fe County, New Mexico, United States","(35.6876096, -105.9384569)"
"Albuquerque, Bernalillo County, New Mexico, 87102, United States","(35.0841034, -106.650985)"
"Los Alamos, Los Alamos County, New Mexico, United States","(35.893533500000004, -106.28970107056452)"
"Rio Rancho, Sandoval County, New Mexico, United States","(35.269381, -106.632819)"
"Las Cruces, Doña Ana County, New Mexico, United States","(32.3140354, -106.7798078)"
"Los Poblanos Fields, Los Ranchos de Albuquerque, Bernalillo County, New Mexico, United States","(35.14568045, -106.65674129825929)"
"Ocate, Mora County, New Mexico, United States","(36.175592, -105.0480608)"
"Silver City, Grant County, New Mexico, 88062, United States","(32.7751371, -108.2754371)"
"Los Lunas, Valencia County, New Mexico, 87130, United States","(34.8142093, -106.7613067)"
"Edgewood, Santa Fe County, New Mexico, 87015, United States","(35.0614358, -106.1914141)"
"Anthony, NM, Doña Ana County, New Mexico, United States","(32.0058303, -106.596726)"
"Arroyo Hondo, Taos County, New Mexico, 87513, United States","(36.5358733, -105.6697255)"
"Taos, Taos County, New Mexico, 87571, United States","(36.4072377, -105.573284)"
"Espanola, Rio Arriba County, New Mexico, 87532, United States","(35.9910962, -106.0808358)"
"Dixon, Rio Arriba County, New Mexico, 87527, United States","(36.1988113, -105.8883227)"
"Flora Vista, San Juan County, New Mexico, United States","(36.7939546, -108.0798213)"
"Corrales, Sandoval County, New Mexico, 87048, United States","(35.2382346, -106.6069727)"
"1, Nemaha County, Kansas, United States","(39.92347965, -95.81132651536699)"
"Santa Teresa, Doña Ana County, New Mexico, 88008, United States","(31.869300000000003, -106.6777666789309)"
"Placitas, Sandoval County, New Mexico, 87043, United States","(35.3069101, -106.424655)"
"Belen, Valencia County, New Mexico, United States","(34.6627495, -106.7762)"
"El Prado, Taos County, New Mexico, 87851, United States","(36.4322586, -105.5751437)"
"Bernalillo County, New Mexico, United States","(35.0349239, -106.6870693)"
"Hanover, Grant County, New Mexico, 88206, United States","(32.8134398, -108.0911492)"
"Sandia Park, Bernalillo County, New Mexico, 87047-9307, United States","(35.1679513, -106.3653851)"
"Chaparral, Doña Ana County, New Mexico, United States","(32.042178199999995, -106.43655721559924)"
"La Mesa, Mora County, New Mexico, United States","(36.2389231, -105.2116765)"
"Tijeras, Bernalillo County, New Mexico, United States","(35.0796355, -106.3879441)"
"Alamogordo, Otero County, New Mexico, 88310, United States","(32.9046474, -105.941835)"
"Roswell, Chaves County, New Mexico, 88201, United States","(33.3943282, -104.5229518)"
"Clayton, Union County, New Mexico, United States","(36.441674500000005, -103.157735703399)"
"Camino Alcade, Santa Fe, Santa Fe County, New Mexico, 87502, United States","(35.6826739, -105.9684639)"
"Farmington, San Juan County, New Mexico, 87401, United States","(36.7291152, -108.205445)"
"Carlsbad, Eddy County, New Mexico, 88220, United States","(32.4257456, -104.2376121)"
"Gallup, McKinley County, New Mexico, United States","(35.5283506, -108.743907)"
"Bosque Farms, Valencia County, New Mexico, 87068, United States","(34.8505885, -106.69892973183833)"
nan
"Sunland Park, Doña Ana County, New Mexico, 88063, United States","(31.796496, -106.579989)"
"Deming, Luna County, New Mexico, United States","(32.2627416, -107.7581979)"
"Estancia, Torrance County, New Mexico, 87016, United States","(34.7583935, -106.05585)"
"Jemez Springs, Sandoval County, New Mexico, 87924, United States","(35.76851, -106.6921555)"
nan
"Glorieta, Santa Fe County, New Mexico, 87535, United States","(35.5830311, -105.7700021)"
"Hobbs, Lea County, New Mexico, 88214, United States","(32.707667, -103.1311314)"
"Cedar Crest, Bernalillo County, New Mexico, 87008, United States","(35.1101535, -106.38111976943165)"
"Lovington, Lea County, New Mexico, 88260, United States","(32.9442913, -103.3484348)"
"Tularosa, Otero County, New Mexico, 88352, United States","(33.073973, -106.0186025)"
"Stanley, Santa Fe County, New Mexico, 87056, United States","(35.1476636, -105.976963)"
"Mesilla, Doña Ana County, New Mexico, 88046, United States","(32.2741174, -106.7952056)"
"Mesilla Park, Las Cruces, Doña Ana County, New Mexico, 10W, United States","(32.2759279, -106.7666698)"
"Questa, Taos County, New Mexico, United States","(36.7042198, -105.5949001)"
"Socorro, Socorro County, New Mexico, United States","(34.0572858, -106.8930799)"
"Velarde, Rio Arriba County, New Mexico, 87582, United States","(36.158879, -105.9747115)"
"Sapello, San Miguel County, New Mexico, 87745, United States","(35.7728199, -105.2533437)"
"Valle Escondido, Taos County, New Mexico, United States","(36.3664194, -105.3808431)"
"Las Vegas, San Miguel County, New Mexico, 87701, United States","(35.5939325, -105.2238969)"
"Caballo, Sierra County, New Mexico, 89731, United States","(32.9757461, -107.3079139)"
"Santa Fe, Santa Fe County, New Mexico, United States","(35.6876096, -105.9384569)"
"San Lorenzo, Grant County, New Mexico, 88041, United States","(32.8100929, -107.9206095)"
"Mountainair, Torrance County, New Mexico, United States","(34.5203535, -106.2407657)"
"Galisteo, Santa Fe County, New Mexico, United States","(35.394459, -105.96045655684071)"
"Los Cerrillos, Santa Fe County, New Mexico, United States","(35.4369196, -106.1259178)"
"Whiterock Mountain, Sierra County, New Mexico, United States","(32.6814689, -107.6972524)"
"Chimayo, Santa Fe County, New Mexico, United States","(36.0039088, -105.9468664)"
"White Rock, San Juan County, New Mexico, United States","(36.5677788, -109.0264854)"
"Lamy, Santa Fe County, New Mexico, United States","(35.4806651, -105.880191)"
"Elephant Butte, Sierra County, New Mexico, United States","(33.1975054, -107.2241595)"
nan
"Jemez Pueblo, Sandoval County, New Mexico, United States","(35.606398, -106.73083769182949)"
"Ribera, San Miguel County, New Mexico, 87560, United States","(35.3736554, -105.4486228)"
"Arroyo Seco, Santa Fe County, New Mexico, 87567, United States","(35.9653019, -106.0305783)"
"La Luz, Alamogordo, La Luz, Otero County, New Mexico, 88337, United States","(32.9778652, -105.941933)"
"Eagle Nest, Colfax County, New Mexico, United States","(36.5547566, -105.2636193)"
"Truchas;Truchas Peak Historical Marker, Rio Arriba County, New Mexico, 87578, United States","(36.0437326, -105.8118541)"
"Radium Springs, Doña Ana County, New Mexico, United States","(32.484919, -106.91176653187931)"
"Peralta, Valencia County, New Mexico, United States","(34.837038, -106.6908587)"
"Tucumcari, Quay County, New Mexico, 88401, United States","(35.1719425, -103.72504)"
"La Puebla, Santa Fe County, New Mexico, United States","(35.987575500000005, -106.00201232954544)"
"Pecos, San Miguel County, New Mexico, 87552, United States","(35.5741265, -105.6744719)"
"Artesia, Eddy County, New Mexico, United States","(32.8423345, -104.4032963)"
"Tyrone, Grant County, New Mexico, United States","(32.7097986, -108.3019925)"
"San Jose, San Miguel County, New Mexico, 87565, United States","(35.3972397, -105.4756569)"
"Cochiti Lake, Sandoval County, New Mexico, 87083, United States","(35.6480855, -106.3375267)"
nan
"Springer, Colfax County, New Mexico, United States","(36.3612049, -104.5949166)"
"San Antonio, Socorro County, New Mexico, 86832, United States","(33.9176747, -106.8677064)"
"Raton, Colfax County, New Mexico, 87740, United States","(36.9033719, -104.4393587)"
"Abiquiu, Rio Arriba County, New Mexico, United States","(36.2070977, -106.318628)"
"El Rito, Rio Arriba County, New Mexico, 87530, United States","(36.3484165, -106.184345)"
"Moriarty, Torrance County, New Mexico, 87035, United States","(34.9900503, -106.049189)"
"Rodeo, Hidalgo County, New Mexico, 88056, United States","(31.8364383, -109.030309)"
"Mountainaire Road, Deming, Luna County, New Mexico, 80, United States","(32.2555218, -107.7352482)"
"San Cristobal, Taos County, New Mexico, 87564, United States","(36.596413, -105.6394538)"
"Ranchos de Taos, Taos County, New Mexico, 87550, United States","(36.3594292, -105.6085234)"
"Gila, Grant County, New Mexico, 88038, United States","(32.9658848, -108.5766473)"
"Corona, Lincoln County, New Mexico, 88318, United States","(34.2499055, -105.5971006914321)"
"Laguna, Cibola County, New Mexico, 87038, United States","(35.0363693, -107.3867208)"
"Angel Fire, Colfax County, New Mexico, 87710, United States","(36.3930879, -105.2850091)"
"Youngsville, Rio Arriba County, New Mexico, 87064, United States","(36.1875177, -106.5564244)"
"Carrizozo, Lincoln County, New Mexico, United States","(33.6451866, -105.8775111)"
nan
"Los Ranchos de Albuquerque, Bernalillo County, New Mexico, United States","(35.1619885, -106.6428038)"
"Hatch, Doña Ana County, New Mexico, United States","(32.6651718, -107.1534387)"
"Aztec, San Juan County, New Mexico, 87410, United States","(36.8220629, -107.992899)"
nan
"Las Cruces, Doña Ana County, New Mexico, United States","(32.3140354, -106.7798078)"
"Capitan, Lincoln County, New Mexico, United States","(33.5453572, -105.5722043)"
"Taos Ski Valley, Taos County, New Mexico, United States","(36.596, -105.4545)"
"Fruitland, San Juan County, New Mexico, 87416, United States","(36.7391682, -108.395635)"
"Buena Vista, Taos County, New Mexico, 87619, United States","(36.7839134, -105.6038953)"
"Cloudcroft, Otero County, New Mexico, 88317, United States","(32.9576648, -105.742721)"
nan
"Santa Fe, Santa Fe County, New Mexico, United States","(35.6876096, -105.9384569)"
"Magdalena, Socorro County, New Mexico, United States","(34.1169903, -107.2433729)"
"Las Cruces, Doña Ana County, New Mexico, United States","(32.3140354, -106.7798078)"
nan
nan
"Santa Fe, Santa Fe County, New Mexico, United States","(35.6876096, -105.9384569)"
"Albuquerque, Bernalillo County, New Mexico, 87102, United States","(35.0841034, -106.650985)"
"Monticello, Carnuel, Bernalillo County, New Mexico, 87123-3909, United States","(35.0653033, -106.4446449)"
"Madrid, Santa Fe County, New Mexico, United States","(35.4023125, -106.15423678007404)"
"Folsom, Union County, New Mexico, United States","(36.8459535, -103.91836431481212)"
nan
"Clovis, Curry County, New Mexico, 88101, United States","(34.405472, -103.2050709)"
"Valdez, Taos County, New Mexico, 87514, United States","(36.5344701, -105.5838984)"
"Truth or Consequences, Sierra County, New Mexico, United States","(33.1283485, -107.2529059)"
"La Union, Doña Ana County, New Mexico, 88021, United States","(31.9496729, -106.6631326)"
"Nambe, Santa Fe County, New Mexico, 87506, United States","(35.8933654, -105.982529)"
"Bosque, Valencia County, New Mexico, 870002, United States","(34.5600616, -106.7891935)"
"Peñasco, Taos County, New Mexico, 87553, United States","(36.171659000000005, -105.69006830235372)"
"Watrous, Mora County, New Mexico, 87753, United States","(35.790597, -104.9816685)"
nan
"Embudo, Rio Arriba County, New Mexico, 87531, United States","(36.2071515, -105.9610104)"
nan
"Vadito, Taos County, New Mexico, 87579, United States","(36.1910021, -105.6707221)"
"Veguita, Socorro County, New Mexico, 87062-9998, United States","(34.5166021, -106.767014)"
nan
"Chamberino, Doña Ana County, New Mexico, 88027, United States","(32.0370072, -106.6861807)"
"Rancho de Chimayo, 300, Juan Medina Road, Potrero, Chimayo, Santa Fe County, New Mexico, 87522, United States","(35.99432, -105.9305926)"
"Las Cruces, Doña Ana County, New Mexico, United States","(32.3140354, -106.7798078)"
nan
"Chamisal, Taos County, New Mexico, United States","(36.175394, -105.74396643403264)"
"Taos, Taos County, New Mexico, 87571, United States","(36.4072377, -105.573284)"
"Organ, Doña Ana County, New Mexico, 88052, United States","(32.4259166, -106.6019878)"
"Lemitar, Socorro County, New Mexico, 87823, United States","(34.159595, -106.9107031)"
"Encino, Torrance County, New Mexico, United States","(34.6520295, -105.45856619290028)"
"San Miguel County, New Mexico, United States","(35.470043, -104.7946178)"
"Alto, Lincoln County, New Mexico, 88312, United States","(33.3990673, -105.6799324)"
"Mesquite, Doña Ana County, New Mexico, 88048, United States","(32.1639512, -106.6960051)"
"Fairacres, Doña Ana County, New Mexico, 88007, United States","(32.3039821, -106.8466728)"
"Nogal, Lincoln County, New Mexico, United States","(33.5581325, -105.7077626)"
"Pinos Altos, Grant County, New Mexico, 88053, United States","(32.8634067, -108.2214362)"
"McIntosh, Torrance County, New Mexico, 87032, United States","(34.8647778, -106.0516864)"
"Ruidoso, Lincoln County, New Mexico, 88345, United States","(33.3315804, -105.6730991)"
"Santa Clara, Grant County, New Mexico, 88026, United States","(32.7795235, -108.1503176)"
"Cliff, Grant County, New Mexico, 88028, United States","(32.9622918, -108.6111649)"
"Tesuque, Santa Fe County, New Mexico, United States","(35.7624272, -105.9323157)"
"Williamsburg, Sierra County, New Mexico, 87942, United States","(33.1162568, -107.2933602)"
"Mayhill, Otero County, New Mexico, United States","(32.8895419, -105.4780381)"
"Mora County, New Mexico, United States","(35.972232, -104.9132218)"
"Rociada, San Miguel County, New Mexico, 87422, United States","(35.8323112, -105.4207029)"
"Alcalde, Rio Arriba County, New Mexico, United States","(36.084409, -106.05813552130326)"
"Doña Ana County, New Mexico, United States","(32.32817, -106.8494235)"
"San Ysidro, Sandoval County, New Mexico, 87053, United States","(35.55983825, -106.7758764552348)"
"Los Poblanos Fields, Los Ranchos de Albuquerque, Bernalillo County, New Mexico, United States","(35.14568045, -106.65674129825929)"
nan
"Hillsboro, Sierra County, New Mexico, 88042, United States","(32.9209072, -107.566974)"
"Rodarte, Taos County, New Mexico, 87543, United States","(36.1519779, -105.6729038)"
"Ojo Caliente, Taos County, New Mexico, 87549, United States","(36.3040449, -106.046624)"
"Arenas Valley, Grant County, New Mexico, 88022, United States","(32.7939907, -108.1842069)"
nan
"Bayard, Grant County, New Mexico, 88023, United States","(32.7617982, -108.130584)"
"Mimbres, Grant County, New Mexico, United States","(32.856238, -107.9797623)"
"La Plata, San Juan County, New Mexico, 87418, United States","(36.9282818, -108.1902273)"
nan
"Chapparal, Doña Ana County, New Mexico, United States","(32.0351012, -106.4183209)"
"Reserve, Catron County, New Mexico, 87830, United States","(33.7133071, -108.7578619)"
nan
"High Rolls, Otero County, New Mexico, 88325, United States","(32.950923, -105.835542)"
"Budaghers, Sandoval County, New Mexico, 87052, United States","(35.4611702, -106.3316228)"
"Glenwood, Catron County, New Mexico, 88039, United States","(33.3159875, -108.8828122)"
"Vado, Doña Ana County, New Mexico, United States","(32.1117649, -106.6624959)"
nan
"Paseo de las Montañas Trail, Mesa Village, Albuquerque, Bernalillo County, New Mexico, 87112, United States","(35.1036739, -106.5307387)"
"Cundiyo, Santa Fe County, New Mexico, United States","(35.9591922, -105.8964091)"
"Canutillo-la Union Road, Doña Ana County, New Mexico, 79835, United States","(31.9203027, -106.6266251)"
"Portales, Roosevelt County, New Mexico, 88130, United States","(34.1861922, -103.334397)"
nan
"El Dorado, Granada Hills, Alamogordo, Otero County, New Mexico, 88310-4860, United States","(32.9093143, -105.9247795)"
"Montezuma, San Miguel County, New Mexico, United States","(35.6523771, -105.2763581)"
"Tome, Valencia County, New Mexico, 87060, United States","(34.7407667, -106.7272632)"
"Evergreen, Torrance County, New Mexico, 87150, United States","(35.0328761, -106.2102875)"
"Algodones, Sandoval County, New Mexico, 87001, United States","(35.388275, -106.47004648835042)"
"Ojo Sarco, Rio Arriba County, New Mexico, 87576, United States","(36.1225442, -105.7833444)"
"Hernandez, Rio Arriba County, New Mexico, 87537, United States","(36.0628001, -106.1194685)"
"Llano, Taos County, New Mexico, 87543, United States","(36.1400257, -105.681682)"
"SF, Vo Tech Road, Santa Fe, Santa Fe County, New Mexico, 87605, United States","(35.650142, -105.9675175)"
nan
nan
"Datil, Catron County, New Mexico, United States","(34.1450333, -107.8433562)"
"Blanco, San Juan County, New Mexico, 87412, United States","(36.7243787, -107.8246316)"
"Vallecitos, Taos County, New Mexico, United States","(36.2566928, -105.6086242)"
"Canoncito, San Miguel County, New Mexico, United States","(35.7989281, -105.3225118)"
nan
nan
nan
"Rowe, San Miguel County, New Mexico, 87562, United States","(35.4916541, -105.6752853)"
"High Rolls Cemetery, Mountain Park, High Rolls, Otero County, New Mexico, United States","(32.9501213, -105.82730774999999)"
nan
"White Oaks, Lincoln County, New Mexico, United States","(33.7475738, -105.7363739)"
nan
